Date,Sex,Age Group,Total Deaths,COVID-19 Deaths
2022-02-12,Female,65-74 Years,"6,650","1,457"
2022-02-12,Female,75-84 Years,"9,281","1,817"
2022-02-12,Female,85+ Years,"12,807","1,909"
2022-02-19,All Sex,All Ages,"70,804","11,545"
2022-02-19,All Sex,<1 Years,374,11
2022-02-19,All Sex,1-4 Years,69,3
2022-02-19,All Sex,5-14 Years,102,8
2022-02-19,All Sex,15-24 Years,688,25
2022-02-19,All Sex,25-34 Years,"1,509",98
2022-02-19,All Sex,35-44 Years,"2,248",256
2022-02-19,All Sex,45-54 Years,"3,896",570
2022-02-19,All Sex,55-64 Years,"9,036","1,644"
2022-02-19,All Sex,65-74 Years,"14,954","2,920"
2022-02-19,All Sex,75-84 Years,"17,934","3,232"
2022-02-19,All Sex,85+ Years,"19,994","2,778"
2022-02-19,Male,All Ages,"37,469","6,418"
2022-02-19,Male,<1 Years,194,8
2022-02-19,Male,1-4 Years,39,2
2022-02-19,Male,5-14 Years,58,3
2022-02-19,Male,15-24 Years,486,13
2022-02-19,Male,25-34 Years,"1,076",59
2022-02-19,Male,35-44 Years,"1,485",146
2022-02-19,Male,45-54 Years,"2,444",333
2022-02-19,Male,55-64 Years,"5,464",972
2022-02-19,Male,65-74 Years,"8,718","1,725"
2022-02-19,Male,75-84 Years,"9,443","1,829"
2022-02-19,Male,85+ Years,"8,062","1,328"
2022-02-19,Female,All Ages,"33,335","5,127"
2022-02-19,Female,<1 Years,180,3
2022-02-19,Female,1-4 Years,30,1
2022-02-19,Female,5-14 Years,44,5
2022-02-19,Female,15-24 Years,202,12
2022-02-19,Female,25-34 Years,433,39
2022-02-19,Female,35-44 Years,763,110
2022-02-19,Female,45-54 Years,"1,452",237
2022-02-19,Female,55-64 Years,"3,572",672
2022-02-19,Female,65-74 Years,"6,236","1,195"
2022-02-19,Female,75-84 Years,"8,491","1,403"
2022-02-19,Female,85+ Years,"11,932","1,450"
2022-02-26,All Sex,All Ages,"65,982","8,278"
2022-02-26,All Sex,<1 Years,412,7
2022-02-26,All Sex,1-4 Years,87,7
2022-02-26,All Sex,5-14 Years,130,7
2022-02-26,All Sex,15-24 Years,653,20
2022-02-26,All Sex,25-34 Years,"1,374",69
2022-02-26,All Sex,35-44 Years,"2,172",152
2022-02-26,All Sex,45-54 Years,"3,595",396
2022-02-26,All Sex,55-64 Years,"8,484","1,162"
2022-02-26,All Sex,65-74 Years,"13,756","2,134"
2022-02-26,All Sex,75-84 Years,"16,759","2,289"
2022-02-26,All Sex,85+ Years,"18,560","2,035"
2022-02-26,Male,All Ages,"34,561","4,567"
2022-02-26,Male,<1 Years,228,2
2022-02-26,Male,1-4 Years,53,1
2022-02-26,Male,5-14 Years,69,4
2022-02-26,Male,15-24 Years,481,14
2022-02-26,Male,25-34 Years,967,43
2022-02-26,Male,35-44 Years,"1,423",96
2022-02-26,Male,45-54 Years,"2,229",218
2022-02-26,Male,55-64 Years,"5,152",658
2022-02-26,Male,65-74 Years,"7,921","1,268"
2022-02-26,Male,75-84 Years,"8,719","1,308"
2022-02-26,Male,85+ Years,"7,319",955
2022-02-26,Female,All Ages,"31,421","3,711"
2022-02-26,Female,<1 Years,184,5
2022-02-26,Female,1-4 Years,34,6
2022-02-26,Female,5-14 Years,61,3
2022-02-26,Female,15-24 Years,172,6
2022-02-26,Female,25-34 Years,407,26
2022-02-26,Female,35-44 Years,749,56
2022-02-26,Female,45-54 Years,"1,366",178
2022-02-26,Female,55-64 Years,"3,332",504
2022-02-26,Female,65-74 Years,"5,835",866
2022-02-26,Female,75-84 Years,"8,040",981
2022-02-26,Female,85+ Years,"11,241","1,080"
2022-03-05,All Sex,All Ages,"64,397","6,043"
2022-03-05,All Sex,<1 Years,348,3
2022-03-05,All Sex,1-4 Years,73,5
2022-03-05,All Sex,5-14 Years,113,6
2022-03-05,All Sex,15-24 Years,682,17
2022-03-05,All Sex,25-34 Years,"1,436",47
2022-03-05,All Sex,35-44 Years,"2,146",114
2022-03-05,All Sex,45-54 Years,"3,627",297
2022-03-05,All Sex,55-64 Years,"8,314",845
2022-03-05,All Sex,65-74 Years,"13,297","1,519"
2022-03-05,All Sex,75-84 Years,"16,071","1,674"
2022-03-05,All Sex,85+ Years,"18,290","1,516"
2022-03-05,Male,All Ages,"34,005","3,381"
2022-03-05,Male,<1 Years,188,2
2022-03-05,Male,1-4 Years,45,4
2022-03-05,Male,5-14 Years,66,3
2022-03-05,Male,15-24 Years,472,9
2022-03-05,Male,25-34 Years,987,34
2022-03-05,Male,35-44 Years,"1,415",74
2022-03-05,Male,45-54 Years,"2,212",168
2022-03-05,Male,55-64 Years,"5,075",515
2022-03-05,Male,65-74 Years,"7,676",907
2022-03-05,Male,75-84 Years,"8,444",948
2022-03-05,Male,85+ Years,"7,425",717
2022-03-05,Female,All Ages,"30,392","2,662"
2022-03-05,Female,<1 Years,160,1
2022-03-05,Female,1-4 Years,28,1
2022-03-05,Female,5-14 Years,47,3
2022-03-05,Female,15-24 Years,210,8
2022-03-05,Female,25-34 Years,449,13
2022-03-05,Female,35-44 Years,731,40
2022-03-05,Female,45-54 Years,"1,415",129
2022-03-05,Female,55-64 Years,"3,239",330
2022-03-05,Female,65-74 Years,"5,621",612
2022-03-05,Female,75-84 Years,"7,627",726
2022-03-05,Female,85+ Years,"10,865",799
2022-03-12,All Sex,All Ages,"61,786","4,392"
2022-03-12,All Sex,<1 Years,356,7
2022-03-12,All Sex,1-4 Years,68,4
2022-03-12,All Sex,5-14 Years,114,6
2022-03-12,All Sex,15-24 Years,646,13
2022-03-12,All Sex,25-34 Years,"1,455",44
2022-03-12,All Sex,35-44 Years,"2,108",86
2022-03-12,All Sex,45-54 Years,"3,508",188
2022-03-12,All Sex,55-64 Years,"8,161",595
2022-03-12,All Sex,65-74 Years,"12,690","1,122"
2022-03-12,All Sex,75-84 Years,"15,334","1,244"
2022-03-12,All Sex,85+ Years,"17,346","1,083"
2022-03-12,Male,All Ages,"32,480","2,441"
2022-03-12,Male,<1 Years,220,3
2022-03-12,Male,1-4 Years,33,2
2022-03-12,Male,5-14 Years,65,2
2022-03-12,Male,15-24 Years,487,10
2022-03-12,Male,25-34 Years,"1,029",23
